date,country,arrivals,arrivals_male,arrivals_female
2020-01-01,ALL,2923053,1598823,1324230
2020-02-01,ALL,1997322,1186644,810678
2020-03-01,ALL,1065039,638642,426397
2020-04-01,ALL,15077,14086,991
2020-05-01,ALL,14282,13195,1087
2020-06-01,ALL,14400,13103,1297
2020-07-01,ALL,20345,17607,2738
2020-08-01,ALL,22229,19152,3077
2020-09-01,ALL,22642,19814,2828
2020-10-01,ALL,22749,20108,2641
2020-11-01,ALL,24973,22337,2636
2020-12-01,ALL,29897,27721,2176
2021-01-01,ALL,35867,33715,2152
2021-02-01,ALL,33309,31254,2055
2021-03-01,ALL,42434,38999,3435
2021-04-01,ALL,37880,34692,3188
2021-05-01,ALL,35434,33309,2125
2021-06-01,ALL,29607,28412,1195
2021-07-01,ALL,31331,29497,1834
2021-08-01,ALL,31658,29346,2312
2021-09-01,ALL,35017,32647,2370
2021-10-01,ALL,38564,34973,3591
2021-11-01,ALL,42323,37529,4794
2021-12-01,ALL,77135,60339,16796
2022-01-01,ALL,76559,60079,16480
2022-02-01,ALL,68753,55801,12952
2022-03-01,ALL,92455,72545,19910
2022-04-01,ALL,604690,382594,222096
2022-05-01,ALL,1037181,633842,403339
2022-06-01,ALL,1389092,813559,575533
2022-07-01,ALL,1699890,986785,713105
2022-08-01,ALL,1808373,1059751,748622
2022-09-01,ALL,1900183,1095258,804925
2022-10-01,ALL,2022369,1156405,865964
2022-11-01,ALL,2048419,1177765,870654
2022-12-01,ALL,2400548,1306834,1093714
2023-01-01,ALL,2234972,1254853,980119
2023-02-01,ALL,2047306,1187808,859498
2023-03-01,ALL,2388103,1355674,1032429
2023-04-01,ALL,2282367,1259274,1023093
2023-05-01,ALL,2416296,1375694,1040602
2023-06-01,ALL,2399593,1318503,1081090
2023-07-01,ALL,2829817,1550303,1279514
2023-08-01,ALL,2701427,1511318,1190109
2023-09-01,ALL,2718469,1514846,1203623
2023-10-01,ALL,2656279,1479097,1177182
2023-11-01,ALL,2663169,1473022,1190147
2023-12-01,ALL,3177506,1694180,1483326
2024-01-01,ALL,2573413,1400702,1172711
2024-02-01,ALL,2792284,1506816,1285468
2024-03-01,ALL,3253261,1737534,1515727
2024-04-01,ALL,2934252,1595109,1339143
2024-05-01,ALL,3198870,1772729,1426141
2024-06-01,ALL,3519432,1855032,1664400
2020-01-01,ABW,0,0,0
2020-02-01,ABW,0,0,0
2020-03-01,ABW,0,0,0
2020-04-01,ABW,0,0,0
2020-05-01,ABW,0,0,0
2020-06-01,ABW,0,0,0
2020-07-01,ABW,0,0,0
2020-08-01,ABW,0,0,0
2020-09-01,ABW,0,0,0
2020-10-01,ABW,0,0,0
2020-11-01,ABW,0,0,0
2020-12-01,ABW,0,0,0
2021-01-01,ABW,0,0,0
2021-02-01,ABW,0,0,0
2021-03-01,ABW,0,0,0
2021-04-01,ABW,0,0,0
2021-05-01,ABW,0,0,0
2021-06-01,ABW,0,0,0
2021-07-01,ABW,0,0,0
2021-08-01,ABW,0,0,0
2021-09-01,ABW,0,0,0
2021-10-01,ABW,0,0,0
2021-11-01,ABW,0,0,0
2021-12-01,ABW,0,0,0
2022-01-01,ABW,0,0,0
2022-02-01,ABW,0,0,0
2022-03-01,ABW,0,0,0
2022-04-01,ABW,1,0,1
2022-05-01,ABW,0,0,0
2022-06-01,ABW,1,0,1
2022-07-01,ABW,0,0,0
2022-08-01,ABW,0,0,0
2022-09-01,ABW,0,0,0
2022-10-01,ABW,0,0,0
2022-11-01,ABW,0,0,0
2022-12-01,ABW,0,0,0
2023-01-01,ABW,0,0,0
2023-02-01,ABW,0,0,0
2023-03-01,ABW,0,0,0
2023-04-01,ABW,0,0,0
2023-05-01,ABW,0,0,0
2023-06-01,ABW,0,0,0
2023-07-01,ABW,0,0,0
2023-08-01,ABW,0,0,0
2023-09-01,ABW,0,0,0
2023-10-01,ABW,0,0,0
2023-11-01,ABW,0,0,0
2023-12-01,ABW,0,0,0
2024-01-01,ABW,0,0,0
2024-02-01,ABW,0,0,0
2024-03-01,ABW,0,0,0
2024-04-01,ABW,0,0,0
2024-05-01,ABW,0,0,0
2024-06-01,ABW,0,0,0
2020-01-01,AFG,183,162,21
2020-02-01,AFG,254,191,63
2020-03-01,AFG,87,71,16
2020-04-01,AFG,0,0,0
2020-05-01,AFG,1,1,0
2020-06-01,AFG,1,1,0
2020-07-01,AFG,6,3,3
2020-08-01,AFG,2,2,0
2020-09-01,AFG,12,7,5
2020-10-01,AFG,12,7,5
2020-11-01,AFG,4,4,0
2020-12-01,AFG,2,2,0
2021-01-01,AFG,15,10,5
2021-02-01,AFG,17,15,2
2021-03-01,AFG,36,29,7
2021-04-01,AFG,30,26,4
2021-05-01,AFG,26,18,8
2021-06-01,AFG,6,3,3
2021-07-01,AFG,10,7,3
2021-08-01,AFG,15,12,3
2021-09-01,AFG,8,4,4
2021-10-01,AFG,16,11,5
2021-11-01,AFG,57,36,21
2021-12-01,AFG,68,44,24
2022-01-01,AFG,65,52,13
2022-02-01,AFG,76,53,23
2022-03-01,AFG,94,64,30
2022-04-01,AFG,103,78,25
2022-05-01,AFG,127,94,33
2022-06-01,AFG,102,73,29
2022-07-01,AFG,63,44,19
2022-08-01,AFG,74,50,24
2022-09-01,AFG,51,45,6
2022-10-01,AFG,48,31,17
2022-11-01,AFG,27,21,6
2022-12-01,AFG,35,29,6
2023-01-01,AFG,60,49,11
2023-02-01,AFG,40,36,4
2023-03-01,AFG,30,26,4
2023-04-01,AFG,35,27,8
2023-05-01,AFG,54,38,16
2023-06-01,AFG,44,34,10
2023-07-01,AFG,71,42,29
2023-08-01,AFG,94,63,31
2023-09-01,AFG,66,54,12
2023-10-01,AFG,73,57,16
2023-11-01,AFG,44,34,10
2023-12-01,AFG,73,54,19
2024-01-01,AFG,74,62,12
2024-02-01,AFG,54,38,16
2024-03-01,AFG,47,42,5
2024-04-01,AFG,77,56,21
2024-05-01,AFG,45,29,16
2024-06-01,AFG,36,27,9
2020-01-01,AGO,9,6,3
2020-02-01,AGO,8,6,2
2020-03-01,AGO,1,0,1
2020-04-01,AGO,0,0,0
2020-05-01,AGO,0,0,0
2020-06-01,AGO,0,0,0
2020-07-01,AGO,0,0,0
2020-08-01,AGO,0,0,0
2020-09-01,AGO,0,0,0
2020-10-01,AGO,0,0,0
2020-11-01,AGO,0,0,0
2020-12-01,AGO,0,0,0
2021-01-01,AGO,0,0,0
2021-02-01,AGO,0,0,0
2021-03-01,AGO,0,0,0
2021-04-01,AGO,0,0,0
2021-05-01,AGO,0,0,0
2021-06-01,AGO,0,0,0
2021-07-01,AGO,0,0,0
2021-08-01,AGO,4,3,1
2021-09-01,AGO,0,0,0
2021-10-01,AGO,0,0,0
2021-11-01,AGO,0,0,0
2021-12-01,AGO,0,0,0
2022-01-01,AGO,4,3,1
2022-02-01,AGO,0,0,0
2022-03-01,AGO,0,0,0
2022-04-01,AGO,3,2,1
2022-05-01,AGO,2,2,0
2022-06-01,AGO,0,0,0
2022-07-01,AGO,1,0,1
2022-08-01,AGO,0,0,0
2022-09-01,AGO,12,5,7
2022-10-01,AGO,6,5,1
2022-11-01,AGO,4,4,0
2022-12-01,AGO,3,3,0
2023-01-01,AGO,1,1,0
2023-02-01,AGO,5,4,1
2023-03-01,AGO,22,20,2
2023-04-01,AGO,2,0,2
2023-05-01,AGO,6,5,1
2023-06-01,AGO,12,8,4
2023-07-01,AGO,8,8,0
2023-08-01,AGO,4,3,1
2023-09-01,AGO,7,3,4
2023-10-01,AGO,5,4,1
2023-11-01,AGO,3,3,0
2023-12-01,AGO,3,1,2
2024-01-01,AGO,10,7,3
2024-02-01,AGO,1,1,0
2024-03-01,AGO,10,4,6
2024-04-01,AGO,2,1,1
2024-05-01,AGO,2,2,0
2024-06-01,AGO,9,7,2
2020-01-01,AIA,0,0,0
2020-02-01,AIA,0,0,0
2020-03-01,AIA,0,0,0
2020-04-01,AIA,0,0,0
2020-05-01,AIA,0,0,0
2020-06-01,AIA,0,0,0
2020-07-01,AIA,0,0,0
2020-08-01,AIA,0,0,0
2020-09-01,AIA,0,0,0
2020-10-01,AIA,0,0,0
2020-11-01,AIA,0,0,0
2020-12-01,AIA,0,0,0
2021-01-01,AIA,0,0,0
2021-02-01,AIA,0,0,0
2021-03-01,AIA,0,0,0
2021-04-01,AIA,0,0,0
2021-05-01,AIA,0,0,0
2021-06-01,AIA,0,0,0
2021-07-01,AIA,0,0,0
2021-08-01,AIA,0,0,0
2021-09-01,AIA,0,0,0
2021-10-01,AIA,0,0,0
2021-11-01,AIA,0,0,0
2021-12-01,AIA,0,0,0
2022-01-01,AIA,0,0,0
2022-02-01,AIA,0,0,0
2022-03-01,AIA,0,0,0
2022-04-01,AIA,0,0,0
2022-05-01,AIA,0,0,0
2022-06-01,AIA,0,0,0
2022-07-01,AIA,0,0,0
2022-08-01,AIA,0,0,0
2022-09-01,AIA,0,0,0
2022-10-01,AIA,0,0,0
2022-11-01,AIA,1,1,0
2022-12-01,AIA,0,0,0
2023-01-01,AIA,0,0,0
2023-02-01,AIA,0,0,0
2023-03-01,AIA,0,0,0
2023-04-01,AIA,0,0,0
2023-05-01,AIA,0,0,0
2023-06-01,AIA,0,0,0
2023-07-01,AIA,0,0,0
2023-08-01,AIA,0,0,0
2023-09-01,AIA,0,0,0
2023-10-01,AIA,0,0,0
2023-11-01,AIA,1,1,0
2023-12-01,AIA,0,0,0
2024-01-01,AIA,0,0,0
2024-02-01,AIA,0,0,0
2024-03-01,AIA,1,0,1
2024-04-01,AIA,0,0,0
2024-05-01,AIA,0,0,0
2024-06-01,AIA,1,1,0
2020-01-01,ALB,109,56,53
2020-02-01,ALB,57,30,27
2020-03-01,ALB,27,17,10
2020-04-01,ALB,0,0,0
2020-05-01,ALB,0,0,0
2020-06-01,ALB,0,0,0
2020-07-01,ALB,0,0,0
2020-08-01,ALB,0,0,0
2020-09-01,ALB,0,0,0
2020-10-01,ALB,3,2,1
2020-11-01,ALB,0,0,0
2020-12-01,ALB,1,1,0
2021-01-01,ALB,1,1,0
2021-02-01,ALB,0,0,0
2021-03-01,ALB,0,0,0
2021-04-01,ALB,4,3,1
2021-05-01,ALB,1,0,1
2021-06-01,ALB,1,0,1
2021-07-01,ALB,0,0,0
2021-08-01,ALB,0,0,0
2021-09-01,ALB,2,1,1
2021-10-01,ALB,1,1,0
2021-11-01,ALB,0,0,0
2021-12-01,ALB,5,4,1
2022-01-01,ALB,5,4,1
2022-02-01,ALB,3,2,1
2022-03-01,ALB,3,2,1
2022-04-01,ALB,19,11,8
2022-05-01,ALB,20,15,5
2022-06-01,ALB,13,8,5
2022-07-01,ALB,33,20,13
2022-08-01,ALB,54,35,19
2022-09-01,ALB,42,21,21
2022-10-01,ALB,64,47,17
2022-11-01,ALB,41,27,14
2022-12-01,ALB,53,32,21
2023-01-01,ALB,55,34,21
2023-02-01,ALB,37,26,11
2023-03-01,ALB,51,35,16
2023-04-01,ALB,45,35,10
2023-05-01,ALB,47,34,13
2023-06-01,ALB,26,20,6
2023-07-01,ALB,47,30,17
2023-08-01,ALB,68,42,26
2023-09-01,ALB,60,37,23
2023-10-01,ALB,62,38,24
2023-11-01,ALB,55,38,17
2023-12-01,ALB,74,53,21
2024-01-01,ALB,73,47,26
2024-02-01,ALB,46,29,17
2024-03-01,ALB,102,49,53
2024-04-01,ALB,51,28,23
2024-05-01,ALB,42,25,17
2024-06-01,ALB,46,28,18
2020-01-01,AND,5,3,2
2020-02-01,AND,9,5,4
2020-03-01,AND,1,1,0
2020-04-01,AND,0,0,0
2020-05-01,AND,0,0,0
2020-06-01,AND,0,0,0
2020-07-01,AND,0,0,0
2020-08-01,AND,0,0,0
2020-09-01,AND,0,0,0
2020-10-01,AND,0,0,0
2020-11-01,AND,0,0,0
2020-12-01,AND,0,0,0
2021-01-01,AND,0,0,0
2021-02-01,AND,0,0,0
2021-03-01,AND,0,0,0
2021-04-01,AND,0,0,0
2021-05-01,AND,0,0,0
2021-06-01,AND,0,0,0
2021-07-01,AND,0,0,0
2021-08-01,AND,0,0,0
2021-09-01,AND,0,0,0
2021-10-01,AND,0,0,0
2021-11-01,AND,0,0,0
2021-12-01,AND,0,0,0
2022-01-01,AND,0,0,0
2022-02-01,AND,0,0,0
2022-03-01,AND,0,0,0
2022-04-01,AND,2,2,0
2022-05-01,AND,2,1,1
2022-06-01,AND,3,1,2
2022-07-01,AND,5,2,3
2022-08-01,AND,5,2,3
2022-09-01,AND,9,5,4
2022-10-01,AND,6,3,3
2022-11-01,AND,4,1,3
2022-12-01,AND,0,0,0
2023-01-01,AND,3,1,2
2023-02-01,AND,5,3,2
2023-03-01,AND,0,0,0
2023-04-01,AND,4,2,2
2023-05-01,AND,3,2,1
2023-06-01,AND,1,1,0
2023-07-01,AND,7,3,4
2023-08-01,AND,17,8,9
2023-09-01,AND,8,4,4
2023-10-01,AND,15,11,4
2023-11-01,AND,9,4,5
2023-12-01,AND,16,8,8
2024-01-01,AND,1,1,0
2024-02-01,AND,6,2,4
2024-03-01,AND,14,8,6
2024-04-01,AND,5,3,2
2024-05-01,AND,15,13,2
2024-06-01,AND,14,10,4
2020-01-01,ANT,0,0,0
2020-02-01,ANT,0,0,0
2020-03-01,ANT,0,0,0
2020-04-01,ANT,0,0,0
2020-05-01,ANT,0,0,0
2020-06-01,ANT,0,0,0
2020-07-01,ANT,0,0,0
2020-08-01,ANT,0,0,0
2020-09-01,ANT,0,0,0
2020-10-01,ANT,0,0,0
2020-11-01,ANT,0,0,0
2020-12-01,ANT,0,0,0
2021-01-01,ANT,0,0,0
2021-02-01,ANT,0,0,0
2021-03-01,ANT,0,0,0
2021-04-01,ANT,0,0,0
2021-05-01,ANT,0,0,0
2021-06-01,ANT,0,0,0
2021-07-01,ANT,1,0,1
2021-08-01,ANT,0,0,0
2021-09-01,ANT,0,0,0
2021-10-01,ANT,0,0,0
2021-11-01,ANT,0,0,0
2021-12-01,ANT,0,0,0
2022-01-01,ANT,0,0,0
2022-02-01,ANT,0,0,0
2022-03-01,ANT,0,0,0
2022-04-01,ANT,0,0,0
2022-05-01,ANT,0,0,0
2022-06-01,ANT,0,0,0
2022-07-01,ANT,0,0,0
2022-08-01,ANT,0,0,0
2022-09-01,ANT,0,0,0
2022-10-01,ANT,0,0,0
2022-11-01,ANT,0,0,0
2022-12-01,ANT,0,0,0
2023-01-01,ANT,0,0,0
2023-02-01,ANT,0,0,0
2023-03-01,ANT,0,0,0
2023-04-01,ANT,0,0,0
2023-05-01,ANT,0,0,0
2023-06-01,ANT,0,0,0
2023-07-01,ANT,0,0,0
2023-08-01,ANT,0,0,0
2023-09-01,ANT,0,0,0
2023-10-01,ANT,0,0,0
2023-11-01,ANT,0,0,0
2023-12-01,ANT,0,0,0
2024-01-01,ANT,1,0,1
2024-02-01,ANT,0,0,0
2024-03-01,ANT,0,0,0
2024-04-01,ANT,0,0,0
2024-05-01,ANT,0,0,0
2024-06-01,ANT,0,0,0
2020-01-01,ARE,401,272,129
2020-02-01,ARE,252,181,71
2020-03-01,ARE,64,53,11
2020-04-01,ARE,2,2,0
2020-05-01,ARE,0,0,0
2020-06-01,ARE,2,2,0
2020-07-01,ARE,5,1,4
2020-08-01,ARE,8,5,3
2020-09-01,ARE,1,0,1
2020-10-01,ARE,6,4,2
2020-11-01,ARE,0,0,0
2020-12-01,ARE,10,5,5
2021-01-01,ARE,8,7,1
2021-02-01,ARE,2,1,1
2021-03-01,ARE,4,4,0
2021-04-01,ARE,5,4,1
2021-05-01,ARE,11,6,5
2021-06-01,ARE,1,0,1
2021-07-01,ARE,1,1,0
2021-08-01,ARE,1,1,0
2021-09-01,ARE,45,44,1
2021-10-01,ARE,2,2,0
2021-11-01,ARE,2,1,1
2021-12-01,ARE,21,15,6
2022-01-01,ARE,10,7,3
2022-02-01,ARE,6,5,1
2022-03-01,ARE,34,19,15
2022-04-01,ARE,65,38,27
2022-05-01,ARE,230,158,72
2022-06-01,ARE,195,132,63
2022-07-01,ARE,711,371,340
2022-08-01,ARE,645,339,306
2022-09-01,ARE,234,175,59
2022-10-01,ARE,356,259,97
2022-11-01,ARE,404,278,126
2022-12-01,ARE,734,377,357
2023-01-01,ARE,286,177,109
2023-02-01,ARE,286,197,89
2023-03-01,ARE,241,174,67
2023-04-01,ARE,210,126,84
2023-05-01,ARE,606,453,153
2023-06-01,ARE,766,421,345
2023-07-01,ARE,2215,1098,1117
2023-08-01,ARE,1518,791,727
2023-09-01,ARE,379,253,126
2023-10-01,ARE,427,262,165
2023-11-01,ARE,385,245,140
2023-12-01,ARE,1156,603,553
2024-01-01,ARE,366,244,122
2024-02-01,ARE,392,247,145
2024-03-01,ARE,176,110,66
2024-04-01,ARE,528,303,225
2024-05-01,ARE,320,201,119
2024-06-01,ARE,726,410,316
2020-01-01,ARG,1467,762,705
2020-02-01,ARG,824,444,380
2020-03-01,ARG,511,270,241
2020-04-01,ARG,0,0,0
2020-05-01,ARG,0,0,0
2020-06-01,ARG,0,0,0
2020-07-01,ARG,4,2,2
2020-08-01,ARG,2,0,2
2020-09-01,ARG,1,1,0
2020-10-01,ARG,1,0,1
2020-11-01,ARG,3,3,0
2020-12-01,ARG,10,5,5
2021-01-01,ARG,13,4,9
2021-02-01,ARG,4,4,0
2021-03-01,ARG,8,6,2
2021-04-01,ARG,2,1,1
2021-05-01,ARG,6,6,0
2021-06-01,ARG,7,4,3
2021-07-01,ARG,10,8,2
2021-08-01,ARG,19,13,6
2021-09-01,ARG,4,1,3
2021-10-01,ARG,12,7,5
2021-11-01,ARG,1,0,1
2021-12-01,ARG,11,5,6
2022-01-01,ARG,42,24,18
2022-02-01,ARG,19,13,6
2022-03-01,ARG,25,15,10
2022-04-01,ARG,100,72,28
2022-05-01,ARG,172,105,67
2022-06-01,ARG,184,109,75
2022-07-01,ARG,282,164,118
2022-08-01,ARG,259,144,115
2022-09-01,ARG,296,171,125
2022-10-01,ARG,381,211,170
2022-11-01,ARG,361,220,141
2022-12-01,ARG,311,164,147
2023-01-01,ARG,710,379,331
2023-02-01,ARG,456,263,193
2023-03-01,ARG,536,292,244
2023-04-01,ARG,523,270,253
2023-05-01,ARG,457,246,211
2023-06-01,ARG,313,180,133
2023-07-01,ARG,503,266,237
2023-08-01,ARG,484,256,228
2023-09-01,ARG,484,270,214
2023-10-01,ARG,512,295,217
2023-11-01,ARG,556,312,244
2023-12-01,ARG,628,316,312
2024-01-01,ARG,1211,586,625
2024-02-01,ARG,782,399,383
2024-03-01,ARG,767,405,362
2024-04-01,ARG,657,323,334
2024-05-01,ARG,571,307,264
2024-06-01,ARG,549,292,257
2020-01-01,ARM,91,27,64
2020-02-01,ARM,69,38,31
2020-03-01,ARM,24,12,12
2020-04-01,ARM,0,0,0
2020-05-01,ARM,0,0,0
2020-06-01,ARM,0,0,0
2020-07-01,ARM,0,0,0
2020-08-01,ARM,0,0,0
2020-09-01,ARM,0,0,0
2020-10-01,ARM,0,0,0
2020-11-01,ARM,0,0,0
2020-12-01,ARM,0,0,0
2021-01-01,ARM,0,0,0
2021-02-01,ARM,1,0,1
2021-03-01,ARM,1,0,1
2021-04-01,ARM,1,1,0
2021-05-01,ARM,1,0,1
2021-06-01,ARM,0,0,0
2021-07-01,ARM,3,2,1
2021-08-01,ARM,0,0,0
2021-09-01,ARM,0,0,0
2021-10-01,ARM,0,0,0
2021-11-01,ARM,0,0,0
2021-12-01,ARM,1,0,1
2022-01-01,ARM,6,2,4
2022-02-01,ARM,1,0,1
2022-03-01,ARM,2,0,2
2022-04-01,ARM,10,3,7
2022-05-01,ARM,11,4,7
2022-06-01,ARM,17,5,12
2022-07-01,ARM,32,17,15
2022-08-01,ARM,22,12,10
2022-09-01,ARM,36,20,16
2022-10-01,ARM,34,21,13
2022-11-01,ARM,32,12,20
2022-12-01,ARM,55,26,29
2023-01-01,ARM,56,27,29
2023-02-01,ARM,45,20,25
2023-03-01,ARM,131,53,78
2023-04-01,ARM,50,34,16
2023-05-01,ARM,72,35,37
2023-06-01,ARM,112,37,75
2023-07-01,ARM,135,52,83
2023-08-01,ARM,54,27,27
2023-09-01,ARM,60,35,25
2023-10-01,ARM,282,87,195
2023-11-01,ARM,39,23,16
2023-12-01,ARM,63,30,33
2024-01-01,ARM,119,57,62
2024-02-01,ARM,176,65,111
2024-03-01,ARM,67,23,44
2024-04-01,ARM,109,34,75
2024-05-01,ARM,68,37,31
2024-06-01,ARM,70,37,33
2020-01-01,ATA,0,0,0
2020-02-01,ATA,1,0,1
2020-03-01,ATA,0,0,0
2020-04-01,ATA,0,0,0
2020-05-01,ATA,0,0,0
2020-06-01,ATA,0,0,0
2020-07-01,ATA,0,0,0
2020-08-01,ATA,0,0,0
2020-09-01,ATA,0,0,0
2020-10-01,ATA,0,0,0
2020-11-01,ATA,0,0,0
2020-12-01,ATA,0,0,0
2021-01-01,ATA,0,0,0
2021-02-01,ATA,0,0,0
2021-03-01,ATA,0,0,0
2021-04-01,ATA,0,0,0
2021-05-01,ATA,0,0,0
2021-06-01,ATA,0,0,0
2021-07-01,ATA,0,0,0
2021-08-01,ATA,0,0,0
2021-09-01,ATA,0,0,0
2021-10-01,ATA,0,0,0
2021-11-01,ATA,0,0,0
2021-12-01,ATA,0,0,0
2022-01-01,ATA,0,0,0
2022-02-01,ATA,0,0,0
2022-03-01,ATA,0,0,0
2022-04-01,ATA,1,0,1
2022-05-01,ATA,1,1,0
2022-06-01,ATA,0,0,0
2022-07-01,ATA,0,0,0
2022-08-01,ATA,0,0,0
2022-09-01,ATA,0,0,0
2022-10-01,ATA,0,0,0
2022-11-01,ATA,0,0,0
2022-12-01,ATA,0,0,0
2023-01-01,ATA,0,0,0
2023-02-01,ATA,0,0,0
2023-03-01,ATA,0,0,0
2023-04-01,ATA,0,0,0
2023-05-01,ATA,0,0,0
2023-06-01,ATA,0,0,0
2023-07-01,ATA,0,0,0
2023-08-01,ATA,0,0,0
2023-09-01,ATA,0,0,0
2023-10-01,ATA,0,0,0
2023-11-01,ATA,0,0,0
2023-12-01,ATA,2,1,1
2024-01-01,ATA,0,0,0
2024-02-01,ATA,0,0,0
2024-03-01,ATA,1,1,0
2024-04-01,ATA,0,0,0
2024-05-01,ATA,0,0,0
2024-06-01,ATA,0,0,0
2020-01-01,ATG,28,15,13
2020-02-01,ATG,13,8,5
2020-03-01,ATG,7,6,1
2020-04-01,ATG,0,0,0
2020-05-01,ATG,0,0,0
2020-06-01,ATG,0,0,0
2020-07-01,ATG,0,0,0
2020-08-01,ATG,0,0,0
2020-09-01,ATG,0,0,0
2020-10-01,ATG,1,1,0
2020-11-01,ATG,0,0,0
2020-12-01,ATG,0,0,0
2021-01-01,ATG,0,0,0
2021-02-01,ATG,0,0,0
2021-03-01,ATG,0,0,0
2021-04-01,ATG,0,0,0
2021-05-01,ATG,0,0,0
2021-06-01,ATG,0,0,0
2021-07-01,ATG,0,0,0
2021-08-01,ATG,0,0,0
2021-09-01,ATG,0,0,0
2021-10-01,ATG,0,0,0
2021-11-01,ATG,1,0,1
2021-12-01,ATG,1,1,0
2022-01-01,ATG,0,0,0
2022-02-01,ATG,5,2,3
2022-03-01,ATG,6,4,2
2022-04-01,ATG,7,5,2
2022-05-01,ATG,5,5,0
2022-06-01,ATG,15,10,5
2022-07-01,ATG,9,6,3
2022-08-01,ATG,20,13,7
2022-09-01,ATG,17,10,7
2022-10-01,ATG,31,18,13
2022-11-01,ATG,9,9,0
2022-12-01,ATG,16,7,9
2023-01-01,ATG,22,12,10
2023-02-01,ATG,15,11,4
2023-03-01,ATG,30,18,12
2023-04-01,ATG,19,14,5
2023-05-01,ATG,14,12,2
2023-06-01,ATG,18,14,4
2023-07-01,ATG,33,27,6
2023-08-01,ATG,38,21,17
2023-09-01,ATG,25,15,10
2023-10-01,ATG,14,12,2
2023-11-01,ATG,18,13,5
2023-12-01,ATG,30,17,13
2024-01-01,ATG,18,10,8
2024-02-01,ATG,25,16,9
2024-03-01,ATG,12,6,6
2024-04-01,ATG,14,8,6
2024-05-01,ATG,20,17,3
2024-06-01,ATG,22,10,12
2020-01-01,AUS,51998,28936,23062
2020-02-01,AUS,22818,14122,8696
2020-03-01,AUS,9409,5810,3599
2020-04-01,AUS,9,8,1
2020-05-01,AUS,42,35,7
2020-06-01,AUS,41,26,15
2020-07-01,AUS,172,121,51
2020-08-01,AUS,125,83,42
2020-09-01,AUS,135,102,33
2020-10-01,AUS,101,66,35
2020-11-01,AUS,175,133,42
2020-12-01,AUS,123,81,42
2021-01-01,AUS,152,99,53
2021-02-01,AUS,87,55,32
2021-03-01,AUS,94,75,19
2021-04-01,AUS,113,75,38
2021-05-01,AUS,78,56,22
2021-06-01,AUS,55,42,13
2021-07-01,AUS,99,55,44
2021-08-01,AUS,147,78,69
2021-09-01,AUS,101,67,34
2021-10-01,AUS,125,85,40
2021-11-01,AUS,221,141,80
2021-12-01,AUS,628,406,222
2022-01-01,AUS,973,612,361
2022-02-01,AUS,570,374,196
2022-03-01,AUS,834,553,281
2022-04-01,AUS,7148,4308,2840
2022-05-01,AUS,9469,6077,3392
2022-06-01,AUS,13292,7968,5324
2022-07-01,AUS,18810,11000,7810
2022-08-01,AUS,16843,10140,6703
2022-09-01,AUS,21744,12753,8991
2022-10-01,AUS,24169,14460,9709
2022-11-01,AUS,25521,14900,10621
2022-12-01,AUS,40002,21973,18029
2023-01-01,AUS,43421,23741,19680
2023-02-01,AUS,23413,13849,9564
2023-03-01,AUS,26635,15622,11013
2023-04-01,AUS,33383,18656,14727
2023-05-01,AUS,25757,14882,10875
2023-06-01,AUS,26137,14775,11362
2023-07-01,AUS,39291,22104,17187
2023-08-01,AUS,28940,17042,11898
2023-09-01,AUS,38952,22092,16860
2023-10-01,AUS,33023,19016,14007
2023-11-01,AUS,35471,20739,14732
2023-12-01,AUS,54673,30236,24437
2024-01-01,AUS,50374,27815,22559
2024-02-01,AUS,30128,17585,12543
2024-03-01,AUS,34288,19616,14672
2024-04-01,AUS,32868,18715,14153
2024-05-01,AUS,26870,15870,11000
2024-06-01,AUS,39022,21846,17176
2020-01-01,AUT,1480,960,520
2020-02-01,AUT,1629,979,650
2020-03-01,AUT,609,379,230
2020-04-01,AUT,1,1,0
2020-05-01,AUT,0,0,0
2020-06-01,AUT,0,0,0
2020-07-01,AUT,13,9,4
2020-08-01,AUT,16,10,6
2020-09-01,AUT,11,8,3
2020-10-01,AUT,8,6,2
2020-11-01,AUT,4,4,0
2020-12-01,AUT,5,5,0
2021-01-01,AUT,19,14,5
2021-02-01,AUT,13,13,0
2021-03-01,AUT,7,7,0
2021-04-01,AUT,17,13,4
2021-05-01,AUT,11,10,1
2021-06-01,AUT,8,8,0
2021-07-01,AUT,12,8,4
2021-08-01,AUT,29,19,10
2021-09-01,AUT,33,28,5
2021-10-01,AUT,26,22,4
2021-11-01,AUT,31,23,8
2021-12-01,AUT,21,15,6
2022-01-01,AUT,66,54,12
2022-02-01,AUT,46,39,7
2022-03-01,AUT,84,76,8
2022-04-01,AUT,334,231,103
2022-05-01,AUT,438,310,128
2022-06-01,AUT,444,307,137
2022-07-01,AUT,939,590,349
2022-08-01,AUT,986,611,375
2022-09-01,AUT,833,540,293
2022-10-01,AUT,825,582,243
2022-11-01,AUT,984,645,339
2022-12-01,AUT,1047,635,412
2023-01-01,AUT,1230,739,491
2023-02-01,AUT,1380,814,566
2023-03-01,AUT,1115,715,400
2023-04-01,AUT,978,593,385
2023-05-01,AUT,1070,671,399
2023-06-01,AUT,613,413,200
2023-07-01,AUT,1391,793,598
2023-08-01,AUT,1567,948,619
2023-09-01,AUT,1130,689,441
2023-10-01,AUT,1067,675,392
2023-11-01,AUT,1339,914,425
2023-12-01,AUT,1478,867,611
2024-01-01,AUT,1649,1017,632
